CODIGO_ANTERIOR,MUNICIPIO,PERSONA_PRESTADORA,NOMBRE_SISTEMA,ARO,FECHA_VISITA_1_2,CONCEPTO_1_2,FUNCIONARIO_1_2,IRCA_1_2,OBSERVACION_1_2,COMPONENTE_AFECTADO,INTERVENCION_SUGERIDA,HALLAZGO_CLAVE,FECHA_MUESTREO_1_7,IRCA_1_7,CODIGO_LABORATORIO_1_7,RESULTADO_1_7,ESTADO_MUESTRA_1_7,PUNTO_MUESTREO_1_7,TIPO_ANALISIS_1_7,SOPORTE_SISA,TOTAL_VISITAS_1_2,TOTAL_MUESTREOS_1_7
86226,EL AGUILA,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA LIBERTAD CATARINA,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA LIBERTAD CATARINA,1,2026-02-20,DESFAVORABLE,SAIR HAIRTON IBARGUEN RENTERIA,94.57,"NO SE REALIZA DESINFECCIÓN DEBIDO A LOS ALTOS COSTOS ASÍ MISMO NO CUENTAN CON LA CASETA, EL AGUA VIENE DE FORMA DIRECTA DESDE EL DESARENADOR A LA RED DE DISTRIBUCIÓN, ESTUDIAR LA POSIBLIDAD DE ADQUIRIR DISPOSITIVOS PARA EL TRATAMIENTO DEL AGUA A NIVEL HOGAR, DOCUMENTAR CADA UNA DE LAS ACTIVIDADES DESARROLLADAS EN RELACIÓN CON LA OPERACIÓN Y MANTENIMIENTO DE LAS UNIDADES EXISTENTES NOTA: DECRETO DEPARTAMENTAL 0294/2016 NO SE EVIDENCIÓ CRIADEROS DE VECTORES",Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Tratamiento / filtración, Captación / bocatoma",2026-06-16,82.70,20260616-8874-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
80376,EL AGUILA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE VEREDA SANTA MARTA,ACUEDUCTO RURAL VEREDA SANTA MARTA,1,2026-03-03,DESFAVORABLE,SAIR HAIRTON IBARGUEN RENTERIA,85.27,"DURANTE EL RECORRIDO POR LOS DIFERENTES UNIDADES QUE CONFORMAN EL SISTEMA SE EVIDENCIA QUE FALTA CERRAMIENTO PERIMETRAL, EL TANQUE CIRCULAR LA TAPA NO ENCAJA, SE EVIDENCIA QUE LAS ADECUACIONES PARA CONTROLAR LAS FILTRACIONES PERSENTA DETERIORO, ES NECESARIO DOCUMENTAR CADA UNA DE LAS ACTIVIDADES REALIZADAS EN LA OPERACION Y MANTENIMIENTO DE LAS UNIDADES, ELABORAR E IMPLEMENTAR PLAN DE CUMPLIMIENTO DE ACUERDO A LOS ITEM`S VALORADOS NEGATIVAMENTE Y PARCIALMENTE EN LA PRESENTE ACTA 30 DIAS. NOTA DECRETO 0294/2016 NO EXISTEN CRIADEROS DE MOSQUITO",Tratamiento,Tratamiento / filtración,"filtracion, filtración. También menciona: Tanque / almacenamiento, Protección sanitaria / fuente",2026-06-16,66.15,20260616-8884-VIG,Aceptada,Cerrado,0004,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
80781,EL AGUILA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO LA MARIA,ACUEDUCTO LA AMRIA,1,2026-04-29,FAVORABLE CON REQUERIMIENTOS,SAIR HAIRTON IBARGUEN RENTERIA,30.07,"DURANTE LA VISITA AL SISTEMA DE ABASTECIMIENTO SE EVIDENCIA QUE LA FIME ESTA FUNCIONAL Y OPERANDO SIN NOVEDAD, AL MOMENTO DE LA VISITA SE LOGRA IDENTIFICAR, QUE SE ESTA REALIZANDO DESINFECCION. EN VISITA ANTERIOR SE HABIA SOLICITADO MEDIANTE ACTA # 0145 DEL 27/11/2025 PRESENTAR PLAN DE CUMPLIMIENTO EL CUL FUE ENVIADO AL CORREO DE LA UESVALLE ARO NORTE SI BIEN ESTA DETALLADA LAS ACCIONES POR REALIZAR ES NECESARIO QUE DENTRO DE DICHO PLAN DE CUMPLIMIENTO EL ACUEDUCTO ESTABLEZCA UNOS TIEMPOS DE CUMPLIMIENTO, ESTA MISA RESPUESTAS SE DARA VIA CORREO ELECTRONICO, RAZON POR LA CUAL DENTRO DE ESTE ACTA NO SE DEJARA PLAN DE CUMPLIMIENTO. NOTA : DECRETO DEPARTAMENTAL 0294/2016 NO SE EVIDENCIA CRIADERO DE VECTORES.",Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Protección sanitaria / fuente",2026-02-18,60.15,20260218-6772-VIG,Aceptada,Cerrado,0004,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
88332,EL AGUILA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO QUIEBRA DE SAN PABLO,ACUEDUCTO LA QUIEBRA DE SAN PABLO,1,2026-04-28,DESFAVORABLE,SAIR HAIRTON IBARGUEN RENTERIA,76.06,"DURANTE LA VISTA AL SISTEMA DE ABASTO SE EVIDENCIA QUE NO SE ESTA CLORANDO LO CUAL NO PERMITE GARANTIZAR LA CALIDAD DE AGUA SUMINISTRADA A LA POBLACIÓN, ES NECESARIO ESTUDIAR ALTERNATIVAS, ASIMISMO ES NECESARIO DOCUMENTAR CADA UNA DE LOS ACCIONES Y/O ACTIVIDADES RELACIONADAS CON LA OPERACIÓN Y EL MANTENIMIENTO DEL SISTEMA DE ABASTO, SE DEBE ELABORAR E IMPLEMENTAR UN PLAN DE ACCIÓN CON BASE A LAS ITEM´S NEGATIVAMENTE EN LA PRESENTE ACTA PLAZO DE PRESETACIÓN 30 DÍAS. TENER PRESENTE EL MANTENIMIENTO PREVENTIVO DE LAS ESTRUCTURAS DEL SISTEMA DE ABASTECIMIENTO. NOTA: SE CAMBIO EL REPRESENTANTE LEGAL DEL ACUEDUCTO AHORA ES EL SEÑOR MARIO CARDONA CC: 6.272.970 NOTA: DECRETO DEPARTAMENTAL 0294/2016 NO SE EVIDENCIA CRIADERO DE VECTORES",Protección sanitaria,Protección sanitaria / fuente,"criadero, vectores. También menciona: Operación y mantenimiento, Gestión administrativa",2026-03-24,57.55,20260324-7360-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
86214,EL AGUILA,ASOCIACION DE USUARIOS DEL ACUEDUCTO SANTA RITA - VILLANUEVA,ACUEDUCTO RURAL VILLANUEVA,1,2026-06-17,FAVORABLE CON REQUERIMIENTOS,SAIR HAIRTON IBARGUEN RENTERIA,21.77,"DURANTE LA VISITA AL SISTEMA DE ABASTO DE AGUA DE VILLANUEVA, SE REALIZA RECORRIDO POR LAS UNIDADES QUE CONFORMAN EL SISTEMA SE EVIDENCIA QUE SE ESTA REALIZANDO DESINFECCION DEL AGUA CON CLORO LOS FILTROS PRESENTAN DETERIORO, SE OBSERVA TANQUE DE ALMACENAMIENTO EN BUEN ESTADO. LOS PUNTOS DE MUESTREO DE ACUERDO A LOS PARAMETROS ESTABLECIDOS EN RES 811/2008, ES NECESARIO REALIZAR ADECUACIONES A LOS FILTROS PARA GARANTIZAR EL OPTIMO FUNCIONAMIENTO ELABORAR PLAN DE ACCION DE ACUERDO A LOS ITEMS VALORADOS NEGARTIVAMENTE EN LA PRESENTE ACTA 30 DIAS DE PLAZO.",Desinfección,Desinfección / cloración,"cloro, desinfeccion, desinfección. También menciona: Tratamiento / filtración, Tanque / almacenamiento",2026-01-27,60.58,20260127-6286-VIG,Aceptada,Cerrado,0003,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
81607,EL AGUILA,ASOCIACION DE USUARIOS VEREDA EL COFRE Y SAN JOSE - COLECTIVO COSTA,ASOCIACION DE USUARIOS DEL ACUDUCTO COLECTIVO-COSTA-QUEBRADA-CHORRITOS-SUPERFICIAL,1,2026-06-02,FAVORABLE CON REQUERIMIENTOS,SAIR HAIRTON IBARGUEN RENTERIA,40.70,"DURANTE LA VISITA SE EVIDENCIA QUE LOS FILTROS NO SE ENCUENTRAN FUNCIONALES DEBIDO A LAS ALTAS PRESIONES ROMPIO TUBERIAS, POR TAL RAZÓ EL FONTANERO DESCONECTO LA TUBERIA QUE IBA A LOS FILTROS ES NECESARIO DAR CUMPLIMIENTO A LOS ÍTEM´S VALORADAS NEGATIVAMENTE EN LA PRESENTE ACTA# 0888, CON EL FIN DE GARANTIZAR UNA BUENA CALIDFICACIÓN EN LOS INDICADORES DE IRCA, IRABA Y BPS, ELABORAR PLAN DE ACCIÓN Y/O MEJORAMIENTO AL ACUERDO A LAS ITEM´S VALORADOS NEGATIVAMENTE 30 DÍAS PLAZO ELABORACIÓN, ADICIONALEMENTE ES NECESARIO GARANTIZAR LA DESINFECCIÓN DE FORMA CONTINUA. NOTA=DECRETO DEPARTAMENTAL 0294/2016, NO SE EVIDENCIAN CRIADEROS DE VECTORES.",Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Tratamiento / filtración, Red / conducción",2026-05-20,56.73,20260520-8443-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
0000111723,EL AGUILA,ASOCIACION MUNICIPAL DE ACUEDUCTOS COMUNITARIO RURALES AGUA Y VIDA-LA LINEA,ASOCIACION MUNICIPAL DE ACUEDUCTOS COMUNITARIOS RURALES AGUA Y VIDA,1,2026-06-23,DESFAVORABLE,EDWARD RAUL JAIMES VERA,79.14,SE DEBE ELABORAR Y PRESENTAR UN PLAN DE CUMPLIMIENTO EN EL QUE SE DESCRIBAN LAS ACTIVIDADES A REALIZAR PARA MEJORAR LA CALIFICACION DE LOS ITEMS EVALUADOS EN LA PRESENTE ACTA DE VISITA Y ASI MEJORAR LOS INDICADORES DE IRABA BPS E IRCA Y POR CONSIGUIENTE EL CONCEPTO SANITARIO T LA CALIDAD DEL AGUA DE MANERA PERMANENTE REALIZAR GESTIONES ANTE LA ADMINISTRACION MUNICIPAL PARA IMPLEMENTAR PROYECTOS DE MEJORA EN EL SISTEMA EL PLAN DE CUMPLIMIENTO DEBE SER PRESENTADO EN UN PLAZO DE 30 DIAS. DECRETO DEPARTAMENTAL 0294-2016 NO HAY CRIADERO DE VECTORES. EL SEÑOR TESORERO MANIFIESTA QUE EL ACUEDUCTO NO CUENTA CON RECURSOS PARA GARANTIZAR LA DESINFECION DEL AGUA DE MANERA PERMANENTE POR LOS ALTOS COSTOS DEL DESINFECTANTE.,Protección sanitaria,Protección sanitaria / fuente,"criadero, vectores. También menciona: Gestión administrativa",,,,,,,,Visita 1.2,1,0
111723,EL AGUILA,ASOCIACION MUNICIPAL DE ACUEDUCTOS RURALES AGUA Y VIDA - LA LINEA,ASOCIACION MUNICIPAL DE ACUEDUCTOS RURALES AGUA Y VIDA - LA LINEA,1,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-03-24,79.13,20260324-7356-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
109476,EL AGUILA,EMPRESA COMUNAL SOLIDARIA SANTA CLARA DE LOS ACUEDUCTOS 1 Y 2 - LLANO GRANDE # 1,EMPRESA COMUNAL SOLIDARIA SANTA CLARA-ACUADUCTO SAN LUIS LLANOGRANDE #1,1,2026-03-24,DESFAVORABLE,SAIR HAIRTON IBARGUEN RENTERIA,47.62,"DURANTE LA VISITA SE EVIDENCIA QUE NO SE ESTA CLORANDO, POR LO TANTO NO SE PUEDE GARANTIZAR LA CALIDAD DEL AGUA QUE SE ESTE SUMINISTRANDO, LAS UNIDADES DE DESINFECCION PRESENTAN DETERIORO, ES NECESARIO ADELANTAR ACCIONES DE MANTENIMIENTO, LA BOCATOMA NO CUENTA CON CERRAMIENTO TIENE POLISOMBRA PARA EVISTAR QUE CAIGAN MATERIAL VEGETAL, LOS ENCARGADOS DEL ACUEDUCTO MANIFIESTAN QUE TUVIERAN UNA CONTINGENCIA EN LA TUBERIA PERO LOGRARON SUBSANAR GRACIAS AL CAMBIO, ES NECESARIO QUE EL ACUEDCTO REALIZAR PLAN DE ACCION Y/O MEJORAMIENTO DE ACUERDO A LAS PARAMETROS CALIFICADOS NEGATIVAMENTE EN LA PRESENTE ACTA 30 DIAS PARA ELABORACION. NOT: DECRETO DEPARTAMENTAL 0294/2016, NO SE EVIDENCIA CRIADERO DE VECTORES.",Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Captación / bocatoma, Red / conducción",2026-06-16,60.15,20260616-8875-VIG,Aceptada,Cerrado,0004,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
147215,EL AGUILA,EMPRESA COMUNAL SOLIDARIA SANTA CLARA DE LOS ACUEDUCTOS 1 Y 2 - LLANO GRANDE # 2,JUNTA DE ACCION COMUNAL LLANO GRANDE #2,1,2026-03-25,DESFAVORABLE,SAIR HAIRTON IBARGUEN RENTERIA,47.62,"DURANTE LA VISITA AL SISTEMA DE ABASTECIMIENTO SE IDENTIFICA QUE NO SE ESTA CLORANDO, SE PREGUTA EL PORQUE Y EL FONTANERO MANIFIESTA QUE DEBIDO A LOS COSTOS DEL CLORO NO SE SOSTENIBLE SE ORIENTA SOBRE LA POSIBLIDAD DE ADQUIR DISPOSITIVOS INTRADOMICILIARIOS PARA EL TRATAMIENTO DEL AGUA A NIVEL HOGAR. ES NECESARIO ELABORAR E IMPLEMENTAR PLAN DE ACCION Y/O MEJORA DE ACUEDO A LOS ITEM´S VALORADOS NEGATIVAMENTE EN LA PRESENTE ACTA PLAZO ELABORACIÓN 30 DÍAS NOTA =DECRETO DEPARTAMENTAL 0294/2016, NO SE EVIDENCIA CRIADEROS DE VECTORES",Desinfección,Desinfección / cloración,"cloro. También menciona: Tratamiento / filtración, Protección sanitaria / fuente",2026-06-16,22.55,20260616-8877-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
86223,EL AGUILA,JUNTA ADMINISTRADORA ACUEDUCTO EL EMBAL,JUNTA ADMINISTRADORA ACUEDUCTO EL EMBAL,1,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-02-18,91.73,20260218-6791-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
148293,EL AGUILA,"JUNTA ADMINISTRADORA DEL ACUEDUCTO RURAL LA JUDEA ALTA, LA PALMERA Y EL BRILLANTE",ACUEDUCTO RURAL LA JUDEA ALTA #2,1,2026-02-11,FAVORABLE CON REQUERIMIENTOS,SAIR HAIRTON IBARGUEN RENTERIA,30.35,"DURANTE EL RECORRIDO POR EL SISTEMA SE EVIDENCIA QUE LA CASETA DE DESINFECCION SE ENCUENTRA EN MAL ESTADO ES NECESARIO REALIZAR ADECUACIONES, ES IMPORTATE DOCUMENTAR CADA UNA DE LAS ACTIVIDADES DE OPERACION Y MANTENIMIENTO DEL ACUEDUCTO, LOS SUSCRIPTORES CUENTAN CON DISPOSITIVOS INTRADOMICILIARIOS PARA EL TRATAMIENTO DEL AGUA A NIVEL HOGAR ES NECESARIO REFORZAR ORIENTACIONES SOBRE EL USO CORRECTO DE LOS FILTROS. NOTA: DECRETO DEPARTAMENTAL 0294-2016 NO SE EVIDENCIA CRIADERO DE VECTORES.",Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Tratamiento / filtración, Protección sanitaria / fuente",2026-05-20,0.00,20260520-8418-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
81605,EL AGUILA,JUNTA ADMINISTRADORA DEL AGUA VEREDA LA GUERRA,ACUEDUCTO LA GUERRA,1,2026-06-03,DESFAVORABLE,SAIR HAIRTON IBARGUEN RENTERIA,58.44,"DURANTE EL RECORRIDO POR LOS UNIDADES QUE CONFORMAN EL SISTEMA DE ABASTO DE LA VDA LA GUERRA SE EVIDENCIAN QUE REALIZARAN ADECUACIONES CONDUCCION, CUENTA CON TANQUE PLASTICO COMO SEDIMENTADOR ANTES DE LLEGR AL DESARENADOR, UNO DE LOS TANQUES DE ALMACENAMIENTO DEJO DE FUNCIONAR DEBIDO AL DETERIORO, ES NECESARIO ELABORAR PLAN DE ACCION Y/O MEJORAMIENTO DE ACUERDO A LOS ITEMS VALORADOS NEGATIVAMENTE EN LA PRESENTA ACTA # 0889PLAZO 30 DIAS.",Tratamiento,Tratamiento / filtración,"sedimentador. También menciona: Captación / bocatoma, Tanque / almacenamiento",2026-05-20,56.73,20260520-8420-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
99375,EL AGUILA,JUNTA DE ACCION COMUNAL VEREDA EL GUAYABO-SAN LUIS-EL SALADO,JUNTA DE ACCIÓN COMUNAL VEREDA EL GUAYABO,1,2026-03-05,DESFAVORABLE,SAIR HAIRTON IBARGUEN RENTERIA,76.05,"EL SISTEMA DE ABASTO NO REALIZA DISNFECCION, ELABORAR CRONOGRAMA DE MANTENIMIENTO PREVENTIVO DE LAS UNIDADES QUE COMPONEN EL SISTEMA, DOCUMENTAR CADA UNA DE LAS ACTIVIDADES Y PROCEDIMIENTOS DEL SISTEMA DE ABASTO, ESTO CON EL FIN DE MEJORAR LOS INDICADORES DE IRABA, IRCA Y BPS ES NECESARIO ELABORAR PLAN DE CUMPLIMIENTO 30 DIAS PARA ELABORAR PLAN.",Operación,Operación y mantenimiento,mantenimiento,2026-01-27,89.05,20260127-6300-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
81103,EL AGUILA,JUNTA DE ACUEDUCTO LA JUDEA,ACUEDUCTO RURAL LA JUDEA BAJA #1,1,2026-02-11,FAVORABLE CON REQUERIMIENTOS,EDWARD RAUL JAIMES VERA,30.35,"FUERON ENTREGADAS SOLUCIONES INDIVIDUALES PARA EL TRATAMIENTO DEL AGUA A NIVEL DOMICILIARIO, LO QUE HA MEJORADO CONSIDERABLEMENTE LA CALIDAD DEL AGUA DE CONSUMO Y POR CONSIGUIENTE EL IRCA, SIN EMBARGO, SE DEBE ELABORAR UN PLAN DE CUMPLIMIENTO EN DONDE SE DESCRIBAN LAS ACCIONES A REALIZAR PARA MEJORAR LA EVALUCIÓN DE LOS INDICADORES DE IRABA Y BPS PARA ASÍ MEJOR Y MANTENER EL CONCEPTO SANITARIO. EL PLAN DE CUMPLIMIENTO DEBE PRESENTARSE EN TREINTA (30) DÍAS DECRETO DEPARTAMENTAL 0294/2016, NO HAY CRIADERO DE VECTORES.",Tratamiento,Tratamiento / filtración,"tratamiento, soluciones individuales. También menciona: Protección sanitaria / fuente",2026-05-20,0.00,20260520-8417-VIG,Aceptada,Cerrado,0004,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
145147,EL CAIRO,ACUEDUCTO RURAL EL DIAMANTE,ACUEDCUTO RURAL EL DIAMANTE,1,2026-06-17,DESFAVORABLE,EDWARD RAUL JAIMES VERA,77.93,"SE DEBE ELABORAR Y PRESENTAR UN PLAN DE CUMPLIMENTO EN EL QUE SE DESCRIBAN LAS ACCIONES A IMPLEMENTAR PARA MEJORAR LA CALIFICACIÓN DE LOS ITEMS EVALUCADOS EN LA PRESENTE ACTA DE LA VISITA, PARA ASÍ MEJORAR LOS INDICADORES DE IRCA, IRABA Y BPS Y POR CONSIGUIENTE MEJORAR EL CONCEPTO SANITARIO Y LA CALIDAD DEL AGUA DE MANERA PERMANENTE. EL PLAN DEBE SER PRESENTADO EN UN PLAZO DE TREINTA (30) DÍAS. NOTA: DECRETO DEPARTAMENTAL 0294/2016 NO HAY CRIADERO DE VECTORES. EL FONTANEROMANIFIESTA QUE NO CUENTA CON RECURSOS DEBIDO AL POCO NÚMERO DE SUSCRIPTORES Y QUE SE ADELANTA LA GESTIÓN PARA EL SUMINISTRO DE SOLUCIONES INDIVIDUALES PARA EL TRATAMIENTO DEL AGUA.",Tratamiento,Tratamiento / filtración,"tratamiento, soluciones individuales. También menciona: Protección sanitaria / fuente, Operación y mantenimiento",2026-03-25,79.13,20260325-7432-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
109646,EL CAIRO,ACUEDUCTO RURAL LA CARBONERA,ACUEDUCTO RURAL LA CARBONERA,1,2026-02-05,DESFAVORABLE,SAIR HAIRTON IBARGUEN RENTERIA,61.39,"ESTUDIAR LA POSIBILIDAD DE ADQUIRIR DISPOSITIVOS INTRADOMICILIARIOS PARA EL TRATAMIENTO DEL AGUA A NIVEL HOGAR, ELABORAR Y PRESENTAR PLAN DE CUMPLIMIENTO DONDE DESCRIBAN LAS ACCIONES A CUMPLIR DE ACUERDO A CADA ITEM`S VALORADO NEGATIVAMENTE EN LA PRESENTE ACTA.",Tratamiento,Tratamiento / filtración,"tratamiento, dispositivos intradomiciliarios",2026-03-25,43.16,20260325-7433-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
108897,EL CAIRO,ACUEDUCTO RURAL SAN JOSE #1,ACUEDUCTO SAN JOSE # 1,1,2026-02-05,FAVORABLE CON REQUERIMIENTOS,EDWARD RAUL JAIMES VERA,1.46,"ELABORAR Y PRESENTAR UN PLAN DE CUMPLIMIENTO EN EL QUE SE DESCRIBAN LAS ACCIONES A IMPLEMENTAR PARA LA CALIDAD DE LOS ÍTEMS VALORADOS CON 2, 4 O 10 EN LA PRESENTE ACTA; DE ESTA MANERA SE MEJORARÁ LA PUNTUACIÓN DE LOS INDICADORES DE IRCA, BPS Y REALIZANDO SEGUIMIENTO A LA OPERACIÓN Y MANTENIMIENTO DE LOS FILTROS CASEROS, MEJORARÁ EL IRCA Y POR CONSIGUIENTE EL CONCEPTO SANITARIO Y LA CALIDAD DEL AGUA DE CONSUMO. EL PLAN DE CUMPLIMIENTO DEBE PRESENTARSE EN UN PLAZP DE TREITA (30) DÍAS. DECRETO DEPARTAMENTAL 0294/2016, NO SE EVIDENCIAN CRIADEROS DE VECTORES",Tratamiento,Tratamiento / filtración,"filtro. También menciona: Protección sanitaria / fuente, Operación y mantenimiento",2026-05-26,0.00,20260526-8524-VIG,Aceptada,Cerrado,0004,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
119695,EL CAIRO,ACUEDUCTO RURAL SAN JOSE #2,ACUEDUCTO SAN JOSE # 2,1,2026-02-04,DESFAVORABLE,SAIR HAIRTON IBARGUEN RENTERIA,84.96,"SE EVIDENCIA ABANDO DEL ACUEDUCTO POR PARTE DE LA COMUNIDAD, PUES TODO RECAER SOBRE UNA PERSONA, ES NECESARIO ELABORAR E IMPLEMENTAR ACCIONES DE MEJORA, QUE PERMITEN GARANTIZAR QUE EL SUMINISTRO DE AGUA SEA DE BUENA CALIDAD, SE REQUIERE PLAN DE CUMPLIMIENTO CON EL FIN DE MEJORAR LA EVALUACION DE LOS INDICADORES DE IRCA, IRABA, Y BPS. DECRETO DEPARTAMENTAL 0294/2016. NO SE EVIDENCIA CRIADEROS DE VECTORES.",Protección sanitaria,Protección sanitaria / fuente,"criadero, vectores",2026-05-26,78.01,20260526-8526-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
80062,EL CAIRO,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA DE LLANO GRANDE,ACUEDUCTO LLANO GRANDE,1,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-05-26,79.13,20260526-8528-VIG,Aceptada,Cerrado,0003,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
86230,EL CAIRO,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LAS VEREDAS LA ESTRELLA LUNA PARK,ACUEDUCTO LA ESTRELLA,1,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-03-25,57.55,20260325-7427-VIG,Aceptada,Cerrado,0004,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
91656,EL CAIRO,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LAS VEREDAS LA MIRANDA Y LA GUARDIA MUNICIPIO DE EL CAIRO,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LAS VEREDAS LA MIRANDA Y LA GUARDIA,1,2026-05-12,FAVORABLE CON REQUERIMIENTOS,EDWARD RAUL JAIMES VERA,0.00,"ELABORAR Y PRESENTAR UN PLAN DE CUMPLIMIENTO EN EL QUE SE DESCRIBAN LAS ACCIONES A IMPLEMENTAR PARA MEJORAR CON LA CALIFICACIÓN DE LOS ÍTEMS DE LA PRESENTE ACTA Y LOS INDICADORES DE LA MISMA COMO EL IRABA Y LAS BPS, YA QUE EL IRCA HA MEJORADO POR EL USO Y MANTEMINIENTO DADO A LAS SOLUCIONES INDIVIDUALES, EL PLAZO PARA LA PRESENTACIÓN DEL PLAN DE CUMPLIMIENTO ES DE TREINTA (30)DÍAS NOTA: DECRETO DEPARTAMENTAL N° 0294/2016 NO HAY CRIADERO DE VECTORES",Tratamiento,Tratamiento / filtración,soluciones individuales. También menciona: Protección sanitaria / fuente,2026-03-17,0.00,20260317-7272-VIG,Aceptada,Cerrado,0004,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
86229,EL CAIRO,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO ALBAN AGUALBAN,ASOCIACION DE USUARIOS GESTORA DEL AGUA DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO DE ALBAN,1,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-05-26,78.01,20260526-8546-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Muestreo 1.7,0,2
12560,EL CAIRO,JUNTA ADMINISTRADORA ACUEDUCTO CAMELLONES ALTO,JUNTA ADMINISTRADORA ACUEDUCTO CAMELLONES,1,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-03-17,59.71,20260317-7270-VIG,Aceptada,Cerrado,0003,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
80740,EL CAIRO,JUNTA ADMINISTRADORA ACUEDUCTO CAMELLONES BAJO,ACUEDUCTO RURAL CAMELLONES PARTE BAJA,1,2026-03-27,DESFAVORABLE,SAIR HAIRTON IBARGUEN RENTERIA,79.14,"DURANTE LA VISITA AL SISTEMA DE ABASTO SE IDENTIFICA QUE LA COMUNIDAD FUE BENEFICIADA CON LA ENTREGA DE DISPOSITIVOS INTRADOMICILIARIOS PARA EL TRATAMIENTO DEL AGUA A NIVEL HOGAR HACE ALREDEDOR DE 8 MESES ES NECESARIO QUE EL ACUEDUCTO RURAL INFORME A LA UES VALLE SOBRE LAS PERSONAS BENEFICIARIAS ESTO CON EL FIN DE ARTICULAR ACCIONES Y TOMAR LA MUESTRA DE AGUA EN ESTOS DISPOSITIVOS, ELABORAR PLAN DE ACCION Y/O MEJORAMIENTO DE ACUERDO A LOS PUNTOS EVALUADOS NEGATIVAMENTE EN LA PRESENTE ACTA PLAZA 30 DIAS. NOTA: DECRETO DEPARTAMENTAL 0294-2016, NO SE EVIDENCIA CRIADERO DE VECTORES.",Tratamiento,Tratamiento / filtración,"tratamiento, dispositivos intradomiciliarios. También menciona: Red / conducción, Protección sanitaria / fuente",2026-03-17,79.13,20260317-7271-VIG,Aceptada,Cerrado,0006,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
