ID_SEDE_IRCA;COD_DANE;MUNICIPIO_BASE;NOMBRE_SEDE_BASE;MEN_COINCIDE;MEN_METODO_CRUCE;MEN_SCORE_CRUCE;MEN_ANIO;MEN_ESTABLECIMIENTO;MEN_SEDE;MEN_TOTAL_MATRICULA;MEN_LATITUD;MEN_LONGITUD;MEN_COORDENADA_VALIDA;USO_COORDENADA_MEN;USO_MATRICULA_MEN
825;276622000291;ROLDANILLO;I.E BELISARIO PEÑA PIÑEIRO SEDE SANTA CECILIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
826;;EL CAIRO;I.E GILBERTO ALZATE AVENDAÑO SEDE JUAN XXIII-FUNDACION PRODESARROLLO COMUNITARIO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
827;;EL CAIRO;I.E GILBERTO ALZATE AVENDAÑO SEDE PIO XII - FUNDACION PRODESARROLLO COMUNITARIO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
828;276041000282;ANSERMANUEVO;I.E JORGE ISAAC SEDE LA INDEPENDENCIA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JORGE ISAACS;LA INDEPENDENCIA;11;4.79;-76.08;SI;NO;NO
829;276041000231;ANSERMANUEVO;I.E EL PLACER SEDE JOSE CELESTINO MUTIS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
830;276041000967;ANSERMANUEVO;I.E SANTA INES SEDE JORGE ROBLEDO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
831;276054000125;ARGELIA;IE SANTIAGO GUTIERREZ ANGEL SEDE PANAMERICANA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;;;;0;;;NO;NO;NO
832;276054000222;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE JOSE ANTONIO GALAN;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.939;;;;0;;;NO;NO;NO
833;276054000371;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE PABLO VI;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
834;476054000485;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE CONSUELO MAYA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTIAGO GUTIERREZ ANGEL;SANTIAGO GUTIERREZ ANGEL;240;4.73;-76.11;SI;NO;NO
835;;BOLIVAR;I.E RODRIGO LLOREDA CAICEDO SEDE DIEGO FALLON;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
836;276828000182;BOLIVAR;ESCUELA JOSE ANTONIO GALAN N. 18;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE RODRIGO LLOREDA CAICEDO;JOSE ANTONIO GALAN;18;0.0;0.0;NO;NO;NO
837;276100000291;BOLIVAR;ESCUELA MERCEDES ABREGO N. 13;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE NARANJAL;MERCEDES ABREGO;17;4.41;-76.32;SI;NO;NO
838;276828000204;BOLIVAR;ESCUELA JOSE MARIA CORDOBA N. 20;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
839;276100000071;BOLIVAR;I.E NARANJAL SEDE SANTA CATALINA DE LABOURE;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE NARANJAL;SANTA CATALINA DE LABOURE;8;4.36;-76.32;SI;NO;NO
840;276100000097;BOLIVAR;ESCUELA SAN JOSE N. 32;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
841;;BOLIVAR;I.E. LA TULIA SEDE SAN JUDAS TADEO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LA TULIA;SAN JUDAS TADEO;5;4.39;-76.24;SI;NO;NO
842;276100000798;BOLIVAR;ESCUELA JUAN PABLO II N. 51;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE NARANJAL;JUAN PABLO II;8;4.45;-76.33;SI;NO;NO
843;276100000518;BOLIVAR;ESCUELA ANTONIA SANTOS N. 9;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LA TULIA;ANTONIA SANTOS;7;4.37;-76.2;SI;SI;NO
844;276122000562;CAICEDONIA;I.E LA CONSOLITA SEDE CELIO BAENA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
845;276122000139;CAICEDONIA;IE ANTONIA SANTOS SEDE GUILLERMO BORRERO OLANO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;;;;0;;;NO;NO;NO
846;276126000451;CALIMA;I.E.N.E.V SEDE CACIQUE ESCOBAR;NO;SIN_CANDIDATOS_MUNICIPIO;;;;;0;;;NO;NO;NO
847;276243000233;EL AGUILA;I.E JUSTINIANO ECHAVARRIA SEDE GABRIELA MISTRAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.932;2.019;IE JUSTINIANO ECHAVARRIA;GABRIELA MISTRAL;15;4.96;-76.05;SI;NO;NO
848;276243000781;EL AGUILA;I.E JUSTINIANO ECHAVARRIA SEDE DOLORES LOPEZ DE GIRALDO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.942;2.019;IE JUSTINIANO ECHAVARRIA;DOLORES LOPEZ DE GIRALDO;8;4.97;-76.06;SI;NO;NO
849;276246000161;EL CAIRO;I.E LA PRESENTACION SEDE JOSE ACEVEDO Y GOMEZ;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
850;276246000081;EL CAIRO;I.E LA PRESENTACIÓN SEDE SIMÓN BOLIVAR;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
851;276246000439;EL CAIRO;I.E GILBERTO ALZATE AVENDAÑO SEDE MARCO FIDEL SUAREZ;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.939;;;;0;;;NO;NO;NO
852;276246000552;EL CAIRO;I.E GILBERTO ALZATE AVENDAÑO SEDE AMPARO MORALES;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.933;;;;0;;;NO;NO;NO
853;276246000170;EL CAIRO;I.E LA PRESENTACION SEDE CAMILO TORRES;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
854;276246000242;EL CAIRO;I.E LA PRESENTACION SEDE MANUEL MARIN MALLARIN;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LA PRESENTACION;LA PRESENTACIÓN;236;4.76;-76.22;SI;NO;NO
855;276246000633;EL CAIRO;I.E LA PRESENTACION SEDE SIETE DE AGOSTO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
856;276246000641;EL CAIRO;I.E LA PRESENTACION SEDE RICARDO NIETO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.987;2.019;IE LA PRESENTACION;SEDE RICARDO NIETO;7;4.72;-76.23;SI;NO;NO
857;276246000064;EL CAIRO;I.E LA PRESENTACION SEDE CRISTO REY;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LA PRESENTACION;LA PRESENTACIÓN;236;4.76;-76.22;SI;NO;NO
858;276250000109;EL DOVIO;I.E JOSE MARIA FALLA SEDE NICOLAS BARRERO OLANO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JOSE MARIA FALLA;JOSE MARIA FALLA;687;4.51;-76.24;SI;NO;NO
859;276400000676;LA UNION;I.E QUEBRADAGRANDE SEDE ELIAS GIRON VINASCO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.92;2.019;I.E. QUEBRADAGRANDE;C.E. ELÍAS GIRÓN VINASCO;16;4.52;-76.09;SI;NO;NO
860;276400000668;LA UNION;I.E QUEBRADAGRANDE SEDE JOSE ANCIZAR HENAO;NO;POSIBLE_COINCIDENCIA_REVISAR;0.894;;;;0;;;NO;NO;NO
861;276400000340;LA UNION;IE JUAN DE DIOS GIRON SEDE SAN RAFAEL;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;;;;0;;;NO;NO;NO
862;276400000161;LA UNION;I.E JUAN DE DIOS GIRON SEDE SANTA TERESITA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
863;276400000226;LA UNION;I.E QUEBRADA GRANDE SEDE HERMILA SALAZAR;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;I.E. QUEBRADAGRANDE;HERMILA SALAZAR;11;4.52;-76.1;SI;NO;NO
864;276497000195;OBANDO;I.E SAN JOSE SEDE SIMON BOLIVAR;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
865;276497000292;OBANDO;I.E MARIA ANALIA ORTIZ HORMAZA SEDE ALFONSO LOPEZ PUMAREJO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.945;;;;0;;;NO;NO;NO
866;276497000136;OBANDO;I.E MARIA ANALIA ORTIZ SEDE JUAN DEL CORRAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MARIA ANALIA ORTIZ HORMAZA;JUAN DEL CORRAL;18;4.6;-75.89;SI;NO;NO
867;276497000209;OBANDO;I.E MARIA ANALIA ORTIZ HORMANZA SEDE JOSE ACEVEDO Y GOMEZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.935;2.019;IE MARIA ANALIA ORTIZ HORMAZA;JOSE ACEVEDO Y GOMEZ;9;4.63;-75.9;SI;NO;NO
868;;RESTREPO;IENEV SEDE LOS NIAZA #53;NO;SIN_COINCIDENCIA_FUERTE;0.448;;;;0;;;NO;NO;NO
869;276616000476;RIOFRIO;CENTRO EDUCATIVO CENT DOC STO DOMINGO SAVIO;NO;SIN_COINCIDENCIA_FUERTE;0.557;;;;0;;;NO;NO;NO
870;276616000115;RIOFRIO;ESCUELA SAN LUIS GONZAGA N. 24;NO;SIN_COINCIDENCIA_FUERTE;0.391;;;;0;;;NO;NO;NO
871;276616000620;RIOFRIO;CENTRO EDUCATIVO CENT DOC LAUREANO CAICEDO TRUJILLO N. 41;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE NEMESIO RODRIGUEZ ESCOBAR;LAUREANO CAICEDO TRUJILLO;9;4.04;-76.4;SI;NO;NO
872;276616000468;RIOFRIO;ESCUELA SANTO TOMAS DE AQUINO N. 37;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE HERNANDO LLORENTE ARROYO;SANTO TOMAS DE AQUINO;15;4.16;-76.39;SI;NO;NO
873;276616000298;RIOFRIO;JOSE ANTONIO ANZOATEGUI;SI;COINCIDENCIA_NOMBRE_FUERTE;1.0;2.019;IE HERNANDO LLORENTE ARROYO;JOSE ANTONIO ANZOATEGUI;2;;;NO;NO;NO
874;276616000166;RIOFRIO;ESCUELA MANUELA BELTRAN N. 17;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE HERNANDO LLORENTE ARROYO;MANUELA BELTRAN;11;4.15;-76.35;SI;NO;NO
875;276616000344;RIOFRIO;ESCUELA SAN ANTONIO N. 21;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE CAMILO TORRES;SAN ANTONIO;9;4.08;-76.4;SI;NO;NO
876;276616000557;RIOFRIO;ESCUELA GABRIELA MISTRAL N. 40;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE CAMILO TORRES;GABRIELA MISTRAL;4;4.11;-76.4;SI;SI;NO
877;276622000381;ROLDANILLO;I.E BELISARIO PEÑA PINEIRO SEDE SANTA ISABEL;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
878;276622000305;ROLDANILLO;I.E RODRIGO LLOREDA CAICEDO SEDE RODRIGO LLOREDA CAICEDO;NO;SIN_COINCIDENCIA_FUERTE;0.712;;;;0;;;NO;NO;NO
879;;ROLDANILLO;I.E RODRIGO LLOREDA CAICEDO SEDE NUESTRA SEÑORA DEL CARMEN-FUNDACION PRODESARROLLO COMUNITARIO;NO;SIN_COINCIDENCIA_FUERTE;0.667;;;;0;;;NO;NO;NO
880;276622000364;ROLDANILLO;I.E RODRIGO LLOREDA CAICEDO SEDE GENERAL ANZOATEGUI;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;CE RODRIGO LLOREDA CAICEDO;GENERAL ANZOATEGUI;17;4.4;-76.21;SI;NO;NO
881;276622000348;ROLDANILLO;I.E RODRIGO LLOREDA CAICEDO SEDE ANTONIO VILLAVICENCIO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;CE RODRIGO LLOREDA CAICEDO;ANTONIO VILLAVICENCIO;16;4.43;-76.2;SI;NO;NO
882;276670000066;SAN PEDRO;I.E. JOSE ANTONIO AGUILERA SEDE CAMILO TORRES;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
883;276670000287;SAN PEDRO;I.E. JULIO CAICEDO TELLEZ SEDE JORGE ELIECER GAITAN;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
884;276670000155;SAN PEDRO;I.E JULIO CAICEDO TELLEZ SEDE ANTONIA SANTOS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
885;276670000481;SAN PEDRO;I.E JULIO CAICEDO TELLEZ SEDE MANUELA BELTRAN;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
886;276670000091;SAN PEDRO;I.E. JULIO CAICEDO TELLEZ.  SEDE  FRANCISCO ANTONIO ZEA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
887;276670000104;SAN PEDRO;I.E JAIRO CAICEDO TELLEZ SEDE DEMETRIO GARCIA VELASQUEZ;NO;POSIBLE_COINCIDENCIA_REVISAR;0.882;;;;0;;;NO;NO;NO
888;;SEVILLA;I.E. BENJAMIN HERRERA SEDE GENERAL SANTANDER SATELITE MEDIO SAN MARCOS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.947;;;;0;;;NO;NO;NO
889;276736001212;SEVILLA;I.E. BENJAMIN HERRERA SEDE JOSE MARIA CORDOBA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
890;276736000577;SEVILLA;I.E. SANTA TERESITA SEDE LA CABAÑA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
891;;SEVILLA;I.E JORGE ELIECER GAITAN SEDE SANTA MATILDE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
892;176736000131;SEVILLA;I.E. HERACLIO URIBE URIBE SEDE HERACLIO URIBE URIBE;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SEVILLA;HERACLIO URIBE URIBE;100;4.27;-75.94;SI;NO;NO
893;;SEVILLA;I.E. MARIA AUXILIADORA SEDE MIRADOR;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MARIA AUXILIADORA;MARIA AUXILIADORA;90;4.25;-75.89;SI;SI;NO
894;276736000381;SEVILLA;I.E. BENJAMIN HERRERA SEDE SANTA LUCIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
895;276736000623;SEVILLA;I.E MARIA AUXILIADORA SEDE SIMON BOLIVAR;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
896;276736000208;SEVILLA;I.E. SANTA TERESITA SEDE JOSE ANTONIO GALAN;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
897;276823000222;TORO;I.E TECNICA AGROPECUARIA TORO SEDE GUILLERMO LEON VALENCIA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.945;2.019;IE  TECNICA AGROPECUARIA TORO;GUILLERMO LEON VALENCIA;12;4.72;-76.08;SI;NO;NO
898;276823000354;TORO;I.E TECNICA AGRICOLA TORO SEDE JOSE EUSEBIO CARO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE  TECNICA AGROPECUARIA TORO;JOSE EUSEBIO CARO;10;4.6;-76.12;SI;NO;NO
899;276828000379;TRUJILLO;ESCUELA EDELMIRA OCAMPO N. 41;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SAN ISIDRO;EDELMIRA OCAMPO;14;4.23;-76.37;SI;NO;NO
900;276828000395;TRUJILLO;CENTRO EDUCATIVO CENT DOC N. 42 LEOCADIO SALAZAR;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SAN ISIDRO;LEOCADIO SALAZAR;18;4.24;-76.36;SI;NO;NO
901;276828000336;TRUJILLO;CENTRO EDUCATIVO CENT DOC N. 35 ANTONIA SANTOS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE CRISTOBAL COLON;ANTONIA SANTOS;10;4.2;-76.37;SI;NO;NO
902;276828000255;TRUJILLO;ESCUELA 27 ADRIANO MORENO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MANUEL MARIA MALLARINO;ADRIANO MORENO;20;4.26;-76.31;SI;NO;NO
903;276828000794;TRUJILLO;ESCUELA ARAUCA N. 46;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ANTONIOJOSE DE SUCRE;ARAUCA;8;4.18;-76.38;SI;SI;NO
904;276828000221;TRUJILLO;ESCUELA CARLOS E RESTREPO N. 22;NO;SIN_COINCIDENCIA_FUERTE;0.63;;;;0;;;NO;NO;NO
905;276828001006;TRUJILLO;CENTRO EDUCATIVO CENT DOC N. 53 SANTIAGO LOPEZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SAN ISIDRO;SANTIAGO LOPEZ;4;4.22;-76.35;SI;NO;NO
906;276828000531;TRUJILLO;ESCUELA LA ESTRELLA DE ALTAMIRA N. 31;NO;SIN_COINCIDENCIA_FUERTE;0.721;;;;0;;;NO;NO;NO
907;276863000802;VERSALLES;I.E LA INMACULADA SEDE GERARDO BUENO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
908;276863000322;VERSALLES;I.E CARLOS HOLGUIN SARDI SEDE JUAN EVANGELISTA GONZALEZ;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.942;;;;0;;;NO;NO;NO
909;276863000101;VERSALLES;I.E LA INMACULADA SEDE ANTONIO JOSE DE SUCRE;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LA INMACULADA;LA INMACULADA;561;4.57;-76.2;SI;NO;NO
910;276250000133;EL DOVIO;I.E ACERG SEDE SAN JUAN BOSCO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ACERG;SAN JUAN BOSCO;18;4.5;-76.3;SI;NO;NO
911;276250000117;EL DOVIO;IE ACERG SEDE SIMON BOLIVAR;SI;COINCIDENCIA_NOMBRE_FUERTE;0.98;2.019;IE ACERG;SIMON BOLIVAR;7;4.51;-76.32;SI;NO;NO
912;276250000273;EL DOVIO;I.E JOSE MARIA FALLA SEDE PIO XII;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
913;276250000231;EL DOVIO;I.E JOSE MARIA FALLA SEDE FRANCISCO JOSE DE CALDAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.936;;;;0;;;NO;NO;NO
914;276243000616;EL AGUILA;I.E EL AGUILA SEDE RICARDO LUIS BETANCOURTH;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EL AGUILA;RICARDO LUIS BETANCOURTH;8;4.93;-76.07;SI;NO;NO
915;276736001522;SEVILLA;IE HERACLIO URIBE URIBE SEDE ARTURO PIEDRAHITA (D.I);SI;COINCIDENCIA_NOMBRE_FUERTE;0.98;2.019;IE HERACLIO URIBE URIBE;ARTURO PIEDRAHITA;8;4.27;-75.9;SI;NO;NO
916;276736000453;SEVILLA;I.E. SANTA TERESITA SEDE SANTA MONICA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
917;276736000275;SEVILLA;I.E SANTA TERESITA SEDE LA TRINIDA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA TERESITA;SANTA TERESITA;98;4.22;-75.94;SI;NO;NO
918;276863000152;VERSALLES;I.E LA INMACULADA SEDE SAN JUAN BOSCO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
919;276054000397;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE CAMILO TORRES;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.932;;;;0;;;NO;NO;NO
920;276246000501;EL CAIRO;I.ELA PRESENTACION SEDE SAN NICOLAS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LA PRESENTACION;LA PRESENTACIÓN;236;4.76;-76.22;SI;NO;NO
921;276246000200;EL CAIRO;I.E LA PRESENTACION SEDE ATANASIO GIRADOT;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LA PRESENTACION;LA PRESENTACIÓN;236;4.76;-76.22;SI;NO;NO
922;276246000412;EL CAIRO;I.E GILBERTO ALZATE AVENDAÑO SEDE GONZALO JIMENEZ DE QUEZADA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.947;;;;0;;;NO;NO;NO
923;276250000770;EL DOVIO;I.E ACERG SEDE TERESITA GRAJALES;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ACERG;TERESITA GRAJALES;6;4.51;-76.33;SI;NO;SI
924;276823000265;TORO;I.E TECNICA AGROPECUARIA TORO SEDE JUAN XXIII;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE  TECNICA AGROPECUARIA TORO;JUAN XXIII;9;4.63;-76.13;SI;NO;SI
925;276823000494;TORO;I.E TECNICA AGROPECUARIA SEDE MARIANO OSPINA PEREZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE  TECNICA AGROPECUARIA TORO;MARIANO OSPINA PEREZ;8;4.6;-76.15;SI;NO;NO
926;276863000292;VERSALLES;I.E CARLOS HOLGUIN SARDI SEDE MIGUEL ANTONIO CARO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.935;;;;0;;;NO;NO;NO
927;276869000111;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE ANTONIO RICAURTE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
928;276233000090;DAGUA;I.E. PEDRO FERMIN DE VARGAS SEDE ENRIQUE OLAYA HERRERA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.931;;;;0;;;NO;NO;NO
929;276233000511;DAGUA;I.E. EL PALMAR SEDE JOSE MARIA CABAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EL PALMAR;JOSE MARIA CABAL;175;3.6;-76.65;SI;NO;NO
930;276113000894;BUGALAGRANDE;IE CEILAN SEDE ALFONSO LOPEZ PUMAREJO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.98;2.019;IE  CEILAN;ALFONSO LOPEZ PUMAREJO;12;4.14;-76.02;SI;NO;NO
931;276113000533;BUGALAGRANDE;I.E DIEGO RENGIFO SALAZAR SEDE JUAN DEL CORRAL;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
932;276113000240;BUGALAGRANDE;I.E. MARIANO GONZALEZ SEDE JULIO ARBOLEDA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
933;276113000517;BUGALAGRANDE;I.E. MARIANO GONZALEZ SEDE FRANCISCO DE PAULA SANTANDER;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.932;;;;0;;;NO;NO;NO
934;276113000576;BUGALAGRANDE;I.E. CEILAN SEDE ALTO BONITO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE  CEILAN;ALTO BONITO;25;4.13;-75.99;SI;NO;NO
935;276113000991;BUGALAGRANDE;I.E CEILAN SEDE JOSE HILARIO LOPEZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE  CEILAN;JOSE HILARIO LOPEZ;5;4.15;-76.06;SI;NO;NO
936;276113000584;BUGALAGRANDE;I.E. DIEGO RENGIFO SALAZAR SEDE ENRIQUE OLAYA HERRERA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
937;276113000282;BUGALAGRANDE;I.E CEILAN SEDE JOSE ASUNCION SILVA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE  CEILAN;JOSE ASUNCION SILVA;14;4.1;-76.07;SI;NO;NO
938;;CAICEDONIA;I.E. SAGRADO CORAZON DE JESUS SEDE BOLIVARIANO LA CAMELIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.935;;;;0;;;NO;NO;NO
939;276122000228;CAICEDONIA;I.E. SAGRADO CORAZON DE JESUS SEDE SAGRADO CORAZON DE JESUS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.937;2.019;IE SAGRADO CORAZON DE JESUS;SAGRADO CORAZON DE JESUS;270;4.34;-75.84;SI;NO;NO
940;276122000040;CAICEDONIA;I.E. NORMAL SUPERIOR MARIA INMACULADA SEDE LAS CARMETLITAS;NO;POSIBLE_COINCIDENCIA_REVISAR;0.862;;;;0;;;NO;NO;NO
941;276122000414;CAICEDONIA;I.E. RURAL CAICEDONIA SEDE SANTA RITA NO. 12;NO;SIN_COINCIDENCIA_FUERTE;0.692;;;;0;;;NO;NO;NO
