CODIGO_MUESTRA,TIPO_SERVICIO_FICHA,FECHA_TOMA_MUESTRA,NUMERO_ACTA,TIPO_MUESTRA,PUNTO_MUESTREO,LUGAR_TOMA_MUESTRA,DIRECCION,DEPARTAMENTO_PUNTO_MUESTREO,MUNICIPIO_PUNTO_MUESTREO,TIPO_LUGAR,CORREGIMIENTO_VEREDA,BARRIO,TIPO_FUENTE,NOMBRE_FUENTE,DEPARTAMENTO_ACUEDUCTO,MUNICIPIO,TIPO_ENTIDAD_PRESTADOR,PRESTADOR,TELEFONO_PRESTADOR,DIRECCION_PRESTADOR,ENTIDAD_REMITE_FICHA,MUESTRA_TOMADA_POR,OBSERVACIONES_FICHA,FECHA_FILTRO_RECEPCION_FICHA,ARO_FICHA,ARCHIVO_FICHA,LOTE_FICHA,RUTA_ARCHIVO_FICHA
20260210-6622-VIG,VIGILANCIA RUTINARIA,10/02/2026,NR-45,Agua tratada,76122-2,GRIFO INSTLADO PUNTO FIJO,CASA ALICIA RAMOS,76 - VALLE DEL CAUCA,76122 - CAICEDONIA,RURAL,MONTEGRANDE KARARE,,QUEBRADA,OASIS,76 - VALLE DEL CAUCA,76122 - CAICEDONIA,ACUEDUCTO,ASOCIACION DE USUARIOS DE KARAKE ASUKAR MONTEGRANDE,3194715953,MONTEGRANDE KARAKE,UESVALLE - ARO TULUÁ,NATALIA RAIGOSA MEDINA,LA MUESTRA DE FISICOQUIMICO Y COLOR APARENTE SE TOMA EN ENVASE DE VIDRIO DE COLOR AMBAR DE 1000ML REP LEGAL RUBIELA MORENO CC 29326666 SE TOMA MUESTRA DUREZA Y CALCIO,10/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260210-6625-VIG,VIGILANCIA RUTINARIA,10/02/2026,02111,Agua tratada,2481,ESCUELA SANTA BARBARA,CALLE 9 CARRERA 21 # 9 - 19,76 - VALLE DEL CAUCA,76248 - EL CERRITO,URBANO,,SANTA BARBARA,RÍO,EL CERRITO,76 - VALLE DEL CAUCA,76248 - EL CERRITO,ACUEDUCTO,ACUAVALLE S.A E.SP,6022571302,CALLE 6 # 13-17,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo seco. Nota: la muestra de color aparente se entrega en frasco de vidrio ámbar de 1.000 ml. Medición de color aparente en campo = 0.,10/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260210-6626-VIG,,10/02/2026,LVC10022026-5,Agua tratada,0022,GRIFO# 0022 VIV LESBIA,VIVIENDA LESBIA CANO,76 - VALLE DEL CAUCA,76020 - ALCALÁ,RURAL,VEREDA EL DINDE PARTE ALTA SIST#6,,QUEBRADA,BUENA VISTA,76 - VALLE DEL CAUCA,76020 - ALCALÁ,ACUEDUCTO,COOPERATIVA MARAVELEZ ALCALA ESP (SISTEMA #6),2004608,CALLE 4 # 9-28,UESVALLE - ARO CARTAGO,LUZ MILA VILLADA CORREA,,10/02/2026,Cartago,muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv,20260526_1510,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1510\muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv
20260210-6627-VIG,VIGILANCIA RUTINARIA,10/02/2026,02112,Agua tratada,2485,HOSPITAL SAN RAFAEL URGENCIAS,CALLE 11 CARRERA 14,76 - VALLE DEL CAUCA,76248 - EL CERRITO,URBANO,,SAN RAFAEL,RÍO,EL CERRITO,76 - VALLE DEL CAUCA,76248 - EL CERRITO,ACUEDUCTO,ACUAVALLE S.A E.SP,6022571302,CALLE 6 # 13-17,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo seco. Nota: la muestra de color aparente se entrega en frasco de vidrio ámbar de 1.000 ml. Medición de color aparente en campo = 0.,10/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260210-6628-VIG,VIGILANCIA RUTINARIA,10/02/2026,vh047,Agua tratada,76100-2,grifo instalado punto fijo,puesto salud,76 - VALLE DEL CAUCA,76100 - BOLÍVAR,RURAL,la herradura,,QUEBRADA,dos quebradas,76 - VALLE DEL CAUCA,76100 - BOLÍVAR,ACUEDUCTO,ASOCIACION DE USUARIOS DEL ACUEDUCTO LA HERRADURA,3207016921,VDA LA HERRADURA,UESVALLE - ARO TULUÁ,victor hugo tascon,rep legal elizabeth cardona se toma muestrea fisico quimico y color en frasco de vidrio ambar de 1000cc se realiza analisis de color se toma muestra de dureza y calcio,10/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260210-6629-VIG,VIGILANCIA RUTINARIA,10/02/2026,VH046,Agua tratada,76100-2,GRIFO INSTALADO PUNTO FIJO,PARQUE PRINCIPAL,76 - VALLE DEL CAUCA,76100 - BOLÍVAR,RURAL,RICAURTE,,QUEBRADA,LA MONTAÑUELA REPRESA SARABRUT,76 - VALLE DEL CAUCA,76100 - BOLÍVAR,ACUEDUCTO,ACUEDUCTO RURAL RICAURTE ASERCOM,3144707916,VIVIENDA JOSE DOMINGO,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REP LEGAL DIEGO FERNANDO RODRIGUEZ SE TOMA MUESTRA FISICO QUIMICO Y COLOR PARENTE EN FRACO AMBAR DE 1000 C, C SE REALIZA ANALISIS DE COLOR APARENTE, SE TOMA MUESTRA DE DUREZA Y CALCIO",10/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260210-6630-VIG,VIGILANCIA RUTINARIA,10/02/2026,02113,Agua tratada,2482,BOMBEROS,CARRERA 6 CALLE 7,76 - VALLE DEL CAUCA,76248 - EL CERRITO,URBANO,,LA ESTRELLA,RÍO,EL CERRITO,76 - VALLE DEL CAUCA,76248 - EL CERRITO,ACUEDUCTO,ACUAVALLE S.A E.SP,6022571302,CALLE 6 # 13-17,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo seco. Nota: la muestra de color aparente se entrega en frasco de vidrio ámbar de 1.000 ml. Medición de color aparente en campo = 0.,10/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260210-6631-VIG,VIGILANCIA RUTINARIA,10/02/2026,vh 045,Agua tratada,76.100-4,grifo instalado punto fijo,la ladrillera,76 - VALLE DEL CAUCA,76100 - BOLÍVAR,RURAL,la primavera,,QUEBRADA,la grecia,76 - VALLE DEL CAUCA,76100 - BOLÍVAR,ACUEDUCTO,ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE PRIMAVERA,3153666486,CGTO PRIMAVERA,UESVALLE - ARO TULUÁ,victor hugo tascon,"rep legal diana milena tabres se toma muestra de fisico quimico y color aparente en frasco ambar de 1000 cc, se realiza analisis de color aparente se toma muestra de dureza y calcio",10/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260210-6632-VIG,VIGILANCIA RUTINARIA,10/02/2026,VH044,Agua tratada,76100-1,GRIFO INSTALADO EN PUNTO FIJO,TIENDA LINDA,76 - VALLE DEL CAUCA,76100 - BOLÍVAR,RURAL,PUNTA LARGA,,QUEBRADA,LA RIVERA,76 - VALLE DEL CAUCA,76100 - BOLÍVAR,ACUEDUCTO,ASOCIACION DE SERVICIO COMUNITARIO RURAL DEL AGUA VEREDA PUNTA LARG,3177340090,PUNTA LARGA,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REP LEGAL GLORIA AMPARO CIFUENTES SE TOMA MUESTRA FISICO QUIMICO Y COLOR PARENTE EN FRACO AMBAR DE 1000 C, C, SE REALIZA ANALISIS DE COLOR APARENTE SE TOMA MUESTRA DE DUREZA Y CALCIO",10/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260210-6634-VIG,VIGILANCIA RUTINARIA,10/02/2026,02114,Agua tratada,2484,PRIMER NUDO DE DISTRIBUCCIÓN,CARRERA 1 CALLE 6 # 1 - 11 LA VARIANTE.,76 - VALLE DEL CAUCA,76248 - EL CERRITO,URBANO,,BUENOS AIRES,RÍO,EL CERRITO,76 - VALLE DEL CAUCA,76248 - EL CERRITO,ACUEDUCTO,ACUAVALLE S.A E.SP,6022571302,CALLE 6 # 13-17,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo seco. Nota: la muestra de color aparente se entrega en frasco de vidrio ámbar de 1.000 ml. Medición de color aparente en campo = 0.,10/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260210-6636-VIG,VIGILANCIA RUTINARIA,10/02/2026,02115,Agua tratada,2483,CASETA COMUNAL,CINCUENTENARIO CASETA COMUNAL,76 - VALLE DEL CAUCA,76248 - EL CERRITO,URBANO,,CINCUENTENARIO,RÍO,EL CERRITO,76 - VALLE DEL CAUCA,76248 - EL CERRITO,ACUEDUCTO,ACUAVALLE S.A E.SP,6022571302,CALLE 6 # 13-17,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo seco. Nota: la muestra de color aparente se entrega en frasco de vidrio ámbar de 1.000 ml. Medición de color aparente en campo = 0.,10/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260210-6638-VIG,VIGILANCIA RUTINARIA,10/02/2026,02001,Agua tratada,0032,SOBRE CERCO PERIMETRAL FRENTE A LA CANCHA DE ESCUELA,CENTRO DOCENTE POLICARPA SALAVARRIETA,76 - VALLE DEL CAUCA,76248 - EL CERRITO,RURAL,EL CASTILLO,,QUEBRADA,EL LORO,76 - VALLE DEL CAUCA,76248 - EL CERRITO,ACUEDUCTO,"ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE DEL CASTILLO, CERRITO. ASOSEAGUAS - RECAHON.",3113336754,"EL CASTILLO, VEREDA LA REINA",UESVALLE - ARO CALI,CARLOS CAICEDO,Representante legal: HUMBERTO DIAZ DIAZ cc 2'544.816 tiempo seco. Nota: la muestra de color aparente se entrega en frasco ámbar de 1.000 ml. Medición de color aparente en campo = 0 pcu.,10/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260210-6639-VIG,VIGILANCIA RUTINARIA,10/02/2026,02002,Agua tratada,0034,AL LADO DE POSTE ALUMBRADO PUERTA DE ENTRADA CASA,PARQUE EL CASTILLO CASA JAMES SIMALES,76 - VALLE DEL CAUCA,76248 - EL CERRITO,RURAL,EL CASTILLO,,QUEBRADA,PAJONALES,76 - VALLE DEL CAUCA,76248 - EL CERRITO,ACUEDUCTO,ASOCIACION DE RECURSOS HIDRICOS NATURALES Y ACUEDUCTO DE EL CASTILLO - RINAUCA,3502517014,CRGT EL CASTILLO Y ALTO CASTILLO.,UESVALLE - ARO CALI,CARLOS CAICEDO,Representante legal: OTONIEL DE JESUS PUERTA cc 16'220.027 tiempo seco. Nota: la muestra de color aparente se entrega en frasco ámbar de 1.000 ml. Medición de color aparente en campo = 5 pcu.,10/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260210-6640-VIG,VIGILANCIA RUTINARIA,10/02/2026,02003,Agua tratada,0091,MURO TRASERO CUERPO DE BOMBEROS,CALLE 4 CARRERA 7 BOMBEROS.,76 - VALLE DEL CAUCA,76248 - EL CERRITO,RURAL,SANTA ELENA,,RÍO,ZABALETAS Y QUEBRADA LA REINA,76 - VALLE DEL CAUCA,76248 - EL CERRITO,ACUEDUCTO,ACUAVALLE S.A E.SP,6022571302,CALLE 6 # 13-17,UESVALLE - ARO CALI,CARLOS CAICEDO,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo seco. Nota: la muestra de color aparente se entrega en frasco ámbar de 1.000 ml. Medición de color aparente en campo = 0 PCU.,10/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260210-6641-VIG,VIGILANCIA RUTINARIA,10/02/2026,02004,Agua tratada,6002,AL LADO DE LA OFICINA.,OFICINA ACUAPORO,76 - VALLE DEL CAUCA,76248 - EL CERRITO,RURAL,EL POMO,,RÍO,EL CERRITO,76 - VALLE DEL CAUCA,76248 - EL CERRITO,ACUEDUCTO,LA ASOCIACION DE USUARIOS ACUEDUCTO CRGTO EL POMO VEREDAS ROSARIO-BOLIVIA EL CERRITO-ACUAPORO,3162586030,CGTO EL POMO-VIA HDA EL PARAISO,UESVALLE - ARO CALI,CARLOS CAICEDO,Representante legal: GERMAN VERGARA GUZMAN cc 16'249.631 tiempo seco. Nota: la muestra de color aparente se entrega en frasco ámbar de 1.000 ml. Medición de color aparente en campo = 0 pcu.,10/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260210-6642-VIG,VIGILANCIA RUTINARIA,10/02/2026,02005,Agua tratada,0059,MURO POSTERIOR DEL ESTADERO LOS PARRALES. AL LADO DE POSTE ALUMBRADO PUBLICO,CARRERA 7 CALLE 3 ESQUINA VILLA NELLY,76 - VALLE DEL CAUCA,76248 - EL CERRITO,RURAL,EL PLACER,,RÍO,AMAIME,76 - VALLE DEL CAUCA,76248 - EL CERRITO,ACUEDUCTO,"ASOCIACION COMUNITARIA DE USUARIOS DE SERVICIOS PUBLICOS DOMICILIARIOS EL PLACER, AUSERPUB ESP",3126512133,Cr. 3 # 3-50. EL PLACER - EL CERRITO,UESVALLE - ARO CALI,CARLOS CAICEDO,Representante legal: JUAN SEBASTIAN CAICEDO cc 2'544.816 tiempo seco. Nota: la muestra de color aparente se entrega en frasco ámbar de 1.000 ml. Medición de color aparente en campo = 0 pcu. NOTA: ANALISIS FISICOQUIMICO PARA DUREZA Y CALCIO.,10/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260210-6643-VIG,VIGILANCIA RUTINARIA,10/02/2026,02118,Agua tratada,6905,AL LADO CERCO PERIMETRAL POLIDEPORTIVO,POLIDEPORTIVO BARRIO MUNICIPAL,76 - VALLE DEL CAUCA,76869 - VIJES,URBANO,,MUNICIPAL,QUEBRADA,CARBONERO Y POTRERITO,76 - VALLE DEL CAUCA,76869 - VIJES,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - VIJES,2520233,Calle 5 # 2-44 Vijes,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo seco. Nota: la muestra de color aparente se entrega en frasco de vidrio ámbar de 1.000 ml. Medición de color aparente en campo = 0.,10/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260210-6644-VIG,VIGILANCIA RUTINARIA,10/02/2026,02119,Agua tratada,6901,AL LADO VIVIENDA REVISOR ACUAVALLE SOBRE CARRERA 3,CARRERA 3 CALLE 4 ESQUINA.,76 - VALLE DEL CAUCA,76869 - VIJES,URBANO,,SECTOR 1 CANGREJO,QUEBRADA,CARBONERO Y POTRERITO,76 - VALLE DEL CAUCA,76869 - VIJES,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - VIJES,2520233,Calle 5 # 2-44 Vijes,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo seco. Nota: la muestra de color aparente se entrega en frasco de vidrio ámbar de 1.000 ml. Medición de color aparente en campo = 0. NOTA: SE TOMA MUESTRA FISICOQUÍMICA PARA ANÁLISIS DE DUREZA Y CLORO.,10/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260211-6651-VIG,,11/02/2026,VH-052,Agua cruda,76126-1,GRIFO LAVAPLATOS,ESCUELA ANTONIA SANTOS,76 - VALLE DEL CAUCA,76126 - CALIMA,RURAL,LA CRISTALINA,,QUEBRADA,LA CRISTALINA,76 - VALLE DEL CAUCA,76126 - CALIMA,ACUEDUCTO,ACUEDUCTO LA CRISTALINA,3175756313,LA CRISTALINA,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REPRESENTANTE LEGAL: FREDDY VILLANUEVA, SE TOMA MUESTRA DE FISIO QUIMICO EN FRASCO AMBAR DE 1000 C.C , SE REALIZA ANALISIS DE COLOR",11/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260211-6652-VIG,VIGILANCIA RUTINARIA,11/02/2026,VH051,Agua cruda,76126-21,GRIFO INSTALADO PUNTO FIJO GRIFO PATIO,CANCHA MULTIPLE,76 - VALLE DEL CAUCA,76126 - CALIMA,RURAL,BAJO BOLEO,,QUEBRADA,QUEBRADA LA BERRIADORA,76 - VALLE DEL CAUCA,76126 - CALIMA,ACUEDUCTO,JAC ALTO BOLEO,3172461983,VEREDA ALTO BOLEO,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REPRESENTANTE LEGAL KAROLI PAOLA ORDOÑEZ SE TOMA MUESTRA DE FISICO QUIMICO Y COLOR APARENTE EN FRASCO AMBAR DE 1000CC Y DUREZA Y CALCIO EN FRASCO DE VIDRIO DE 1000CC, SE REALIZA ANALISIS DE COLOR APARENTE.",11/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260211-6654-VIG,VIGILANCIA RUTINARIA,11/02/2026,NR-49,Agua tratada,76736-2,GRIFO INSTALADO PUNTO FIJO,CASA ALBERTO SALAZAR,76 - VALLE DEL CAUCA,76736 - SEVILLA,RURAL,ESTACION CAICEDONIA,,QUEBRADA,LA HONDA,76 - VALLE DEL CAUCA,76736 - SEVILLA,ACUEDUCTO,JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA ESTACION CAICEDONIA,3215593107,ESTACION CAICEDONIA,UESVALLE - ARO TULUÁ,NATALIA RAIGOSA MEDINA,"LA MUESTRA DE FISICOQUIMICO Y COLOR APARENTE SE TOMA EN ENVASE DE VIDIO DE COLOR AMBAR DE 1000ML, REP LEGAL ALBERIRO DE JESUUS MARIN CON CC 2802447 SE TOMA MUESTRA PARA DUREZA Y CALCIO",11/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260211-6655-VIG,VIGILANCIA RUTINARIA,11/02/2026,VH050,Agua cruda,76126-21,GRIFO INSTALADO PUNTO FIJO GRIFO LAVADERO,ESCUELA SANTA TERESITA,76 - VALLE DEL CAUCA,76126 - CALIMA,RURAL,BAJO BOLEO,,QUEBRADA,QUEBRADA LA BERRIADORA,76 - VALLE DEL CAUCA,76126 - CALIMA,ACUEDUCTO,JUNTA ADMINISTRADORA DEL ACUEDUCTO VEREDA BAJO BOLEO,3185762291,VEREDA BAJO BOLEO,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REPRESENTANTE LEGAL JAIRO ANTONIO LOPEZ SE TOMA MUESTRA DE FISICO QUIMICO Y COLOR APARENTE EN FRASCO AMBAR DE 1000CC Y DE DUREZA Y CALCIO EN FRASCO DE VIDRIO DE 1000CC, SE REALIZA ANALISIS DE COLOR APARENTE.",11/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260211-6656-VIG,VIGILANCIA RUTINARIA,11/02/2026,nr-51,Agua tratada,76736-1,"grifo instalado, punto fijo",escuela santa barbara,76 - VALLE DEL CAUCA,76736 - SEVILLA,RURAL,corozal,,RÍO,palomino,76 - VALLE DEL CAUCA,76736 - SEVILLA,ACUEDUCTO,ACUEDUCTO RURAL COROZAL ACUAVITAL,3102603047,COROZAL,UESVALLE - ARO TULUÁ,natalia raigosa medina,la muestra de fisicoquimico y color aparente se toma en envase de vidrio de color ambar de 1000ml rep. legal hector fabian torres con cc 9809554 se toma muestra para dureza y calcio,11/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260211-6658-VIG,VIGILANCIA RUTINARIA,11/02/2026,VH-053,Agua cruda,76126-2,GRIFO LAVADERO,ESCUELA GERMAN MEJIA,76 - VALLE DEL CAUCA,76126 - CALIMA,RURAL,LA ITALIA,,QUEBRADA,LA ITALIA,76 - VALLE DEL CAUCA,76126 - CALIMA,ACUEDUCTO,ASOCIACION DEL ACUEDUCTO ARQUEOLOGICO BAJO LA ITALIA,3165165840,LA ITALIA,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REP. LEGAL: PEDRO ANTONIO BONILLA, SE TOMA MUESTRA DE FISICO QUIMICO Y COLOR APARENTE EN FRASCO AMBAR DE 1000 C.C Y DE DUREZA Y CALCIO EN FRASCO DE VIDRIO DE 1000 C.C, SE REALIZA ANALISIS DE COLOR APARENTE",11/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
